Index,id,Keyword,name,address,street_address,city,state,zipcode,Plus_Code,website,phone,email,Facebook,Twitter,Instagram,Lat,Lng,Verification_Text,Category,Rating,Reviews,profile_photo,Sub_Title,Pricing,Amenities,Description,Summary,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,External_Urls,Photo_Tags,URL
633,324,"Jefferson County, Alabama Electrician",Dobbs Electric Co,"272 Snow Dr # 101, Birmingham, AL 35209",272 Snow Dr # 101,Birmingham,AL,35209,"C5W7+MH Birmingham, Alabama",,(205) 942-5066,default@example.com,,,,"33,446717","-86,8360639",Claim this business,Electrician,5,1,//geo0.ggpht.com/cbk?panoid=MyeEpjW85rKa6iKu5SjJHA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=59.086586&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Dobbs+Electric+Co/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sJefferson+County,+Alabama+Electrician!3m4!1s0x88891ed93c424d83:0xeba3a42e0d005d1e!8m2!3d33.446717!4d-86.8360639?hl=en"
634,323,"Jefferson County, Alabama Electrician",Astro Electric Co Inc,"1127 19th St N, Bessemer, AL 35020",1127 19th St N,Bessemer,AL,35020,"C25P+H7 Bessemer, Alabama",,(205) 424-0060,default@example.com,,,,"33,408931","-86,9642721",Claim this business,Electrician,"4,3",6,//geo0.ggpht.com/cbk?panoid=yvPWiSJi1lSzQeRuLlVmBg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=42.654396&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Astro+Electric+Co+Inc/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sJefferson+County,+Alabama+Electrician!3m4!1s0x8888e0a24f5355bd:0x612c3edd74ecdbfa!8m2!3d33.408931!4d-86.9642721?hl=en"
635,103,"Chambers County, Alabama Electrician",A-Certified Commercial Electric,Alabama 36854,,Alabama 36854,Alabama,36854,"PV39+P2 Valley, Alabama",,(334) 559-4311,default@example.com,,,,"32,7043","-85,1324",Claim this business,Electrician,5,2,//geo2.ggpht.com/cbk?panoid=kFvY54gmyU7aXpRFdX4AhQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=329.6091&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/A-Certified+Commercial+Electric/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sChambers+County,+Alabama+Electrician!3m4!1s0x888cb98351e9da67:0xb6027a65c26b395d!8m2!3d32.7043!4d-85.1324?hl=en"
636,493,"Conecuh County, Alabama Electrician",Carnley's Electric,"3300 FL-4, Jay, FL 32565",3300 FL-4,Jay,FL,32565,"WRXF+H7 Jay, Florida",,(850) 675-6004,default@example.com,,,,"30,9489364","-87,1767578",Claim this business,Electrician,,,//geo0.ggpht.com/cbk?panoid=92qGU1RuDRF6kYkgqUHIaw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=311.90857&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Carnley's+Electric/@29.5394666,-90.3372372,6z/data=!4m8!1m2!2m1!1sConecuh+County,+Alabama+Electrician!3m4!1s0x88905e843b2df857:0x2edc814aa744233b!8m2!3d30.9489364!4d-87.1767578?hl=en"
637,72,"Covington County, Alabama Electrician",Covenant Electric,"5354 Co Hwy 2, Laurel Hill, FL 32567",5354 Co Hwy 2,Laurel Hill,FL,32567,"WJ2J+VC Laurel Hill, Florida",,(850) 834-2124,default@example.com,,,,"30,9021296","-86,3689132",Claim this business,Electrician,,,//geo2.ggpht.com/cbk?panoid=ICvkT-UffrFr156Tpvg_GA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=74.707016&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Covenant+Electric/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCovington+County,+Alabama+Electrician!3m4!1s0x889183aff6db21b3:0xa54e8ae48fc1f39a!8m2!3d30.9021296!4d-86.3689132?hl=en"
638,70,"Covington County, Alabama Electrician",SAMM Electric,"Hwy 147 West, Paxton, FL 32538",Hwy 147 West,Paxton,FL,32538,"XM9G+JC Paxton, Florida",samminc.com,(850) 834-4377,default@example.com,,,,"30,9690912","-86,3238791",,Electrician,5,3,//geo1.ggpht.com/cbk?panoid=tANv4JoWmgm5ftlV9ux1fw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=7.693077&pitch=0&thumbfov=100,,,,,,7AM–3:30PM,7AM–3:30PM,7AM–3:30PM,7AM–3:30PM,7AM–3:30PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/SAMM+Electric/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCovington+County,+Alabama+Electrician!3m4!1s0x8893d1bf97082aab:0x65e44ae5fe88d4a1!8m2!3d30.9690912!4d-86.3238791?hl=en"
639,59,"Escambia County, Alabama Electrician",Cooper Electric,"1300 Liahona Trail, McDavid, FL 32568",1300 Liahona Trail,McDavid,FL,32568,"WMP4+3Q McDavid, Florida",cooper-electric.com,(850) 256-0093,default@example.com,,,,"30,935146","-87,343014",Claim this business,Electrician,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Cooper+Electric/@29.5394666,-90.3372372,6z/data=!4m8!1m2!2m1!1sEscambia+County,+Alabama+Electrician!3m4!1s0x8890630af10eeae7:0xc7e8af961dc870c6!8m2!3d30.935146!4d-87.343014?hl=en"
640,808,"Houston County, Alabama Electrician",Brown Electric Inc,"1648 Lovewood Rd, Cottondale, FL 32431",1648 Lovewood Rd,Cottondale,FL,32431,"RGHR+H6 Cottondale, Florida",,(850) 638-4680,default@example.com,,,,"30,828922","-85,459406",Claim this business,Electrician,,,//geo1.ggpht.com/cbk?panoid=RXRZEVBmcqgHMdkaH0seIA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=20.076725&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Brown+Electric+Inc/@30.828922,-86.0197087,9z/data=!4m8!1m2!2m1!1sHouston+County,+Alabama+Electrician!3m4!1s0x8892fd6813231919:0x65da110c885843c6!8m2!3d30.828922!4d-85.459406?hl=en"
641,98,"Chambers County, Alabama Electrician",Copeland Electric Peace-Mind,"West Point, GA 31833",,West Point,GA,31833,,business.site,(706) 645-0102,default@example.com,,,,"32,8779056","-85,1832746",Claim this business,Electrician,5,1,//geo1.ggpht.com/cbk?panoid=nmwUO1iWMcc2dXYCujgiNw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=191.3459&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Copeland+Electric+Peace-Mind/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sChambers+County,+Alabama+Electrician!3m4!1s0x888ca40c6c848e49:0x1829b89adb2026fc!8m2!3d32.8779056!4d-85.1832746?hl=en"
642,832,"Russell County, Alabama Electrician",Jordan Electric Co,"4923 Warm Springs Rd, Columbus, GA 31909",4923 Warm Springs Rd,Columbus,GA,31909,"G3JQ+2H Columbus, Georgia",jordanelectricco.com,(706) 563-1909,default@example.com,,,,"32,5300688","-84,9110493",,Electrician,"4,8",36,https://lh5.googleusercontent.com/p/AF1QipMTCdID2v-TuA6l86b4DEnZb2d0d4yxweMGBjoR=w426-h240-k-no,,,,,,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Jordan+Electric+Co/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x88f3349c85645d4b:0x86e96eeb09a6a4ee!8m2!3d32.5300688!4d-84.9110493?hl=en"
643,831,"Russell County, Alabama Electrician",All Tapz International,"1222 19th St, Columbus, GA 31901",1222 19th St,Columbus,GA,31901,"F2JG+43 Columbus, Georgia",alltapzinternational.com,(334) 384-4359,default@example.com,,,,"32,4802946","-84,9748258",,Electrician,"4,9",21,https://lh5.googleusercontent.com/p/AF1QipMuK5QGCp2z_XlU6c3L1VpcwoRrrOc0bSWWFKOB=w408-h544-k-no,,,,,,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,Open 24 hours,Open 24 hours,,"All, Latest, By owner","https://www.google.com/maps/place/All+Tapz+International/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccdaed0a9cd1d:0x5840f16e03f9a2d8!8m2!3d32.4802946!4d-84.9748258?hl=en"
644,824,"Russell County, Alabama Electrician","Mr. Electric of Columbus, GA","4620 Warm Springs Rd Ste A, Columbus, GA 31909",4620 Warm Springs Rd Ste A,Columbus,GA,31909,"G3FM+GV Columbus, Georgia",mrelectric.com,(706) 223-1223,default@example.com,,,,"32,5238675","-84,9152872",Manage this listing,Electrician,"4,9",141,https://lh5.googleusercontent.com/p/AF1QipNieAXFPnlIVcstSyT-tZWF31Rj5hIFSP7fuJB6=w408-h272-k-no,,,,,,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,Closed,Closed,,"All, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Mr.+Electric+of+Columbus,+GA/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x88f33395309c5327:0x1cf40f4b45bb755d!8m2!3d32.5238675!4d-84.9152872?hl=en"
645,823,"Russell County, Alabama Electrician",Electric One Inc,"701 28th St, Columbus, GA 31904",701 28th St,Columbus,GA,31904,"F2Q8+W9 Columbus, Georgia",,(706) 323-2838,default@example.com,,,,"32,4898228","-84,9840314",Claim this business,Electrician,,,//geo1.ggpht.com/cbk?panoid=C5CwTh6OBVZIJHk7HX2AIg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=105.67887&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Electric+One+Inc/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccc5660b655bb:0x70c298fbac96050b!8m2!3d32.4898228!4d-84.9840314?hl=en"
646,819,"Russell County, Alabama Electrician",Alexander Electric Co,"1411 Belfast Ave, Columbus, GA 31904",1411 Belfast Ave,Columbus,GA,31904,"G2HG+GW Columbus, Georgia",alexander-electric.com,(706) 327-1502,default@example.com,,,,"32,528809","-84,972721",,Electrician,"4,2",34,https://lh5.googleusercontent.com/p/AF1QipOA52ZYlOCfepVadIN_blxrcUb2IY7Yk4c8ap7l=w408-h271-k-no,,,,,,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,8AM–5PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Alexander+Electric+Co/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccb7d6a8c5dad:0x960bce4838ef88f0!8m2!3d32.528809!4d-84.972721?hl=en"
647,817,"Russell County, Alabama Electrician",Eastway Electric,"2401 Hamilton Rd, Columbus, GA 31904",2401 Hamilton Rd,Columbus,GA,31904,"F2P8+VJ Columbus, Georgia",,(706) 507-4303,default@example.com,,,,"32,4872299","-84,983389",Claim this business,Electrician,3,1,//geo0.ggpht.com/cbk?panoid=BIqwp3oThGOxAYZCsfMNUQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=280.22314&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Eastway+Electric/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccc55c2673f3b:0x2cf8600276db3cd4!8m2!3d32.4872299!4d-84.983389?hl=en"
648,816,"Russell County, Alabama Electrician",Southern Electrical Services Inc,"6591 Munson Ave, Fort Benning, GA 31905",6591 Munson Ave,Fort Benning,GA,31905,,,(706) 689-0021,default@example.com,,,,"32,3668333","-84,9645256",Claim this business,Electrician,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Southern+Electrical+Services+Inc/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888cd36b0dd622c7:0xd8f5fb251704cc6a!8m2!3d32.3668333!4d-84.9645256?hl=en"
649,815,"Russell County, Alabama Electrician",B & B Electric Co,"1923 Cusseta Rd, Columbus, GA 31903",1923 Cusseta Rd,Columbus,GA,31903,"F23M+9P Columbus, Georgia",,(706) 689-8172,default@example.com,,,,"32,4534306","-84,9656982",Claim this business,Electrician,,,//geo1.ggpht.com/cbk?panoid=DTfLWCjz61dVHCfwomfJ9g&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=9.013945&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/B+%26+B+Electric+Co/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccd6951cd2ae9:0x48185579d7ddf9df!8m2!3d32.4534306!4d-84.9656982?hl=en"
650,813,"Russell County, Alabama Electrician",Mrs. Electric,"1111 14th St, Columbus, GA 31901",1111 14th St,Columbus,GA,31901,"F2FF+47 Columbus, Georgia",,(706) 322-6825,default@example.com,,,,"32,4727529","-84,9768215",,Electrician,,,//geo3.ggpht.com/cbk?panoid=JqUnPwlyJAETQN0ZVGyI8w&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=21.136707&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Mrs.+Electric/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccd55dc9e5941:0x9921498f111690f6!8m2!3d32.4727529!4d-84.9768215?hl=en"
651,812,"Russell County, Alabama Electrician",Williams Electric Co,"2859 W Britt David Rd, Columbus, GA 31909",2859 W Britt David Rd,Columbus,GA,31909,"G3G2+QC Columbus, Georgia",,(334) 614-4649,default@example.com,,,,"32,5269278","-84,9489745",,Electrician,,,https://lh5.googleusercontent.com/p/AF1QipMg-RiVFh2Tkhhn7Bu9PnVheHzav8M-7AkdY5_I=w426-h240-k-no,,,,,,,,,,,,,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Williams+Electric+Co/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccb6a9d0d3231:0xc0593a6f1a98e882!8m2!3d32.5269278!4d-84.9489745?hl=en"
652,809,"Russell County, Alabama Electrician",Ace Electrical Maintenance Co.,"1115 Linwood Blvd, Columbus, GA 31901",1115 Linwood Blvd,Columbus,GA,31901,"F2HF+38 Columbus, Georgia",,(706) 324-4652,default@example.com,,,,"32,4777412","-84,9766328",Claim this business,Electrician,,,//geo3.ggpht.com/cbk?panoid=9RaGOJAobvpxf3yKj5buSg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=1.470512&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Ace+Electrical+Maintenance+Co./@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccd0158088157:0xb36436e454b463c!8m2!3d32.4777412!4d-84.9766328?hl=en"
653,807,"Russell County, Alabama Electrician",Edison Electricians of Columbus,"233 12th St UNIT 210, Columbus, GA 31901",233 12th St UNIT 210,Columbus,GA,31901,"F296+G6 Columbus, Georgia",,(762) 383-0047,default@example.com,,,,"32,4688579","-84,9894736",Claim this business,Electrician,5,2,//geo1.ggpht.com/cbk?panoid=TTTJS9-RLFJu0_s4PmSUJw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=3.3741622&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Edison+Electricians+of+Columbus/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccdb7a10aa49f:0x71f9ffc04a10d9ac!8m2!3d32.4688579!4d-84.9894736?hl=en"
654,806,"Russell County, Alabama Electrician",Scott Smith Electrical,"5225 Hamilton Rd, Columbus, GA 31904",5225 Hamilton Rd,Columbus,GA,31904,"G28M+43 Columbus, Georgia",,(706) 320-2250,default@example.com,,,,"32,5153514","-84,9673154",Claim this business,Electrician,5,4,//geo1.ggpht.com/cbk?panoid=Ze9uXGhzyqZMsRyL7ByFqQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=286.66034&pitch=0&thumbfov=100,,,,,,9AM–5PM,9AM–5PM,9AM–5PM,9AM–5PM,9AM–5PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/Scott+Smith+Electrical/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccc90a32ab997:0xdb04bae714c45137!8m2!3d32.5153514!4d-84.9673154?hl=en"
655,803,"Russell County, Alabama Electrician",Edwards Electrical,"1245 6th Ave, Columbus, GA 31901",1245 6th Ave,Columbus,GA,31901,"F2C7+4W Columbus, Georgia",edwardselectriccompany.com,(706) 615-8189,default@example.com,,,,"32,4702551","-84,985228",,Electrician,5,3,https://lh5.googleusercontent.com/p/AF1QipNdufyXkHX03jIKER7mT20Ei4w8eRnjSWDnGrY-=w493-h240-k-no,,,,,,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,9AM–12PM,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Edwards+Electrical/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccd6ab3678055:0x6bcf9d501dd342d2!8m2!3d32.4702551!4d-84.985228?hl=en"
656,802,"Russell County, Alabama Electrician",Davis Electric Co,"609 38th St, Columbus, GA 31904",609 38th St,Columbus,GA,31904,"F2X8+J7 Columbus, Georgia",,(706) 324-0394,default@example.com,,,,"32,4990088","-84,9843573",,Electrician,"4,2",5,//geo2.ggpht.com/cbk?panoid=38bPr9pNwVAVLUfeus3oDg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=352.48367&pitch=0&thumbfov=100,,,,,,8AM–4PM,8AM–4PM,8AM–4PM,8AM–4PM,8AM–12PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/Davis+Electric+Co/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccc59270c3433:0x7b818efa32cf1d03!8m2!3d32.4990088!4d-84.9843573?hl=en"
657,801,"Russell County, Alabama Electrician",Coker Electric Co,"1223 50th St, Columbus, GA 31904",1223 50th St,Columbus,GA,31904,"G27H+87 Columbus, Georgia",dontgetshocked.com,(706) 587-0084,default@example.com,,,,"32,513366","-84,971803",Claim this business,Electrician,"4,3",4,//geo2.ggpht.com/cbk?panoid=0lKQxiVZKHyfZpLhqePtFQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=23.419203&pitch=0&thumbfov=100,,,,,,8AM–6PM,8AM–6PM,8AM–6PM,8AM–6PM,8AM–6PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/Coker+Electric+Co/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccba555555555:0x52739183c56f83ab!8m2!3d32.513366!4d-84.971803?hl=en"
658,799,"Russell County, Alabama Electrician",D P Jones Electrical Co,"222 32nd St, Columbus, GA 31904",222 32nd St,Columbus,GA,31904,"F2V6+98 Columbus, Georgia",dp-jones.com,(706) 323-3628,default@example.com,,,,"32,4933876","-84,9892281",,Electrician,"4,2",13,https://lh5.googleusercontent.com/p/AF1QipM3v04uj-S0JnlupkJ1HSMSuX4QDNJJVOXQMMEy=w426-h240-k-no,,,,,,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,8AM–12PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/D+P+Jones+Electrical+Co/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sRussell+County,+Alabama+Electrician!3m4!1s0x888ccc508beb612d:0x198df9db4f0d0932!8m2!3d32.4933876!4d-84.9892281?hl=en"
659,456,"DeKalb County, Alabama Electrician",Maxx Electric Co,"1880 Old State Rd, Menlo, GA 30731",1880 Old State Rd,Menlo,GA,30731,"PG78+4X Menlo, Georgia",,(706) 398-2782,default@example.com,,,,"34,712829","-85,482531",Claim this business,Electrician,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Maxx+Electric+Co/@34.3471536,-86.5508563,9z/data=!4m8!1m2!2m1!1sDeKalb+County,+Alabama+Electrician!3m4!1s0x886033e50c49b81d:0xdb375b0b55cbfb03!8m2!3d34.712829!4d-85.482531?hl=en"
660,809,"Houston County, Alabama Electrician",Tri-County Electrical Services,"266 Back of the Moon Rd, Brinson, GA 39825",266 Back of the Moon Rd,Brinson,GA,39825,"V6PX+GC Brinson, Georgia",,(229) 248-1811,default@example.com,,,,"30,8863545","-84,751466",Claim this business,Electrician,5,1,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Tri-County+Electrical+Services/@31.4278024,-85.8811664,9z/data=!4m8!1m2!2m1!1sHouston+County,+Alabama+Electrician!3m4!1s0x88ed25de1228161d:0x73d502e20b87bde9!8m2!3d30.8863545!4d-84.751466?hl=en"
661,798,"Houston County, Alabama Electrician",Roy Dukes Electrical & Plumbing,"3093 Bobby Nichols Cir, Donalsonville, GA 39845",3093 Bobby Nichols Cir,Donalsonville,GA,39845,"X466+48 Donalsonville, Georgia",,(229) 524-2792,default@example.com,,,,"30,9603464","-84,8892221",Claim this business,Electrician,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Roy+Dukes+Electrical+%26+Plumbing/@30.9603464,-85.4495248,9z/data=!4m8!1m2!2m1!1sHouston+County,+Alabama+Electrician!3m4!1s0x88ed2d99eca4459b:0x53810396973b6afa!8m2!3d30.9603464!4d-84.8892221?hl=en"
662,440,"Lee County, Alabama Electrician",Greenline Electric,"8340 Fortson Ct #1, Fortson, GA 31808",8340 Fortson Ct #1,Fortson,GA,31808,"H3C2+46 Columbus, Georgia",,(706) 329-0078,default@example.com,,,,"32,570308","-84,949438",,Electrician,5,17,//geo1.ggpht.com/cbk?panoid=sX9hHh7sqURiqdHABJoS4A&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=352.8415&pitch=0&thumbfov=100,,,,,,8:30AM–4:30PM,8:30AM–4:30PM,8:30AM–4:30PM,8:30AM–4:30PM,8:30AM–4:30PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/Greenline+Electric/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sLee+County,+Alabama+Electrician!3m4!1s0x888ccb286b2e3995:0xb95a631c3f565142!8m2!3d32.570308!4d-84.949438?hl=en"
663,428,"Lee County, Alabama Electrician",Advanced Electrical Solutions,"8225 Maudie Ln, Columbus, GA 31904",8225 Maudie Ln,Columbus,GA,31904,"H29H+6X Columbus, Georgia",,(706) 987-0246,default@example.com,,,,"32,5681024","-84,9701117",Claim this business,Electrician,"4,5",2,//geo2.ggpht.com/cbk?panoid=PzI4GWwBVSG3DQGRu46zbg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=332.39398&pitch=0&thumbfov=100,,,,,,9AM–5PM,9AM–5PM,9AM–5PM,9AM–5PM,9AM–5PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/Advanced+Electrical+Solutions/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sLee+County,+Alabama+Electrician!3m4!1s0x888ccb1cbe448edf:0xdfc02690d9ed52ca!8m2!3d32.5681024!4d-84.9701117?hl=en"
664,421,"Lee County, Alabama Electrician",A To Z Electric,"Columbus, GA 31901",,Columbus,GA,31901,,,(706) 681-4469,default@example.com,,,,"32,466023","-84,9869547",Claim this business,Electrician,,,//geo3.ggpht.com/cbk?panoid=O6AJjnHklPneNOjSD9BATg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=87.252655&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/A+To+Z+Electric/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sLee+County,+Alabama+Electrician!3m4!1s0x888ccda400000001:0xf54ed536834a630!8m2!3d32.466023!4d-84.9869547?hl=en"
665,401,"Lee County, Alabama Electrician",Dan Moore Electric Inc,"4280 GA-219, Fortson, GA 31808",4280 GA-219,Fortson,GA,31808,"MW6R+WH Antioch, Georgia",,(706) 323-0333,default@example.com,,,,"32,6622533","-85,0585239",Claim this business,Electrician,5,2,//geo1.ggpht.com/cbk?panoid=Q6buxWFjcpfS2wL5M652RA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=95.14198&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Dan+Moore+Electric+Inc/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sLee+County,+Alabama+Electrician!3m4!1s0x888cb65404b0ea6b:0x20c10ffa497b9fe5!8m2!3d32.6622533!4d-85.0585239?hl=en"
666,477,"Sumter County, Alabama Electrician",Juan Wansley Electrical,"Meridian, MS 39305",,Meridian,MS,39305,,,(601) 938-3722,default@example.com,,,,"32,3643098","-88,703656",Claim this business,Electrician,5,1,//geo1.ggpht.com/cbk?panoid=wx6WqBpGGF_ojOY5kymDFA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=335.51337&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Juan+Wansley+Electrical/@32.3514332,-92.7646139,6z/data=!4m8!1m2!2m1!1sSumter+County,+Alabama+Electrician!3m4!1s0x88847de5ad53dd81:0x9dc9efb55c365a7a!8m2!3d32.3643098!4d-88.703656?hl=en"
